BuildingType,PrimaryPropertyType,Neighborhood,NumberofBuildings,NumberofFloors,PropertyGFATotal,ENERGYSTARScore,SiteEnergyUse(kBtu),TotalGHGEmissions,BuildingAge_rescaled,GFABuildingNormalised,GFAParkingNormalised,GFAPerBuilding,GFAPerFloor,Electricity_ratio,Natural_gas_ratio,SteamUse_ratio
NonResidential,Restaurant,DOWNTOWN,1.0,1.0,43728.0,,11508035.0,611.19,110,1.0,0.0,43728.0,43728.0,0.0,1.0,0.0
NonResidential,Medical Office,NORTHWEST,1.0,3.0,133298.0,21.0,15640994.0,295.48,50,1.0,0.0,133298.0,44432.667,0.74165,0.25835,0.0
NonResidential,Retail Store,NORTH,1.0,2.0,168619.0,78.0,6455828.5,91.1,45,1.0,0.0,168619.0,84309.5,0.84526,0.15474,0.0
NonResidential,Mixed Use Property,LAKE UNION,0.0,5.0,251827.0,,47102428.0,1156.45,5,0.55002,0.44998,46261.5,50365.4,0.61897,0.38103,0.0
NonResidential,Large Office,LAKE UNION,1.0,4.0,175885.0,91.0,6486377.5,45.22,10,0.59414,0.40586,175885.0,43971.25,1.0,0.0,0.0
NonResidential,Warehouse,GREATER DUWAMISH,1.0,2.0,104786.0,93.0,1028376.875,23.86,40,1.0,0.0,104786.0,52393.0,0.64832,0.35168,0.0
NonResidential,Other,GREATER DUWAMISH,1.0,1.0,53040.0,,1770027.5,49.9,10,0.21569,0.78431,53040.0,53040.0,0.54009,0.45991,0.0
NonResidential,Other,GREATER DUWAMISH,0.0,1.0,110689.0,,2339814.25,107.83,35,1.0,0.0,46261.5,110689.0,0.15229,0.84771,0.0
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1.0,1.0,53620.0,86.0,2058955.25,22.12,60,1.0,0.0,53620.0,53620.0,0.91822,0.08177,0.0
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1.0,1.0,50008.0,62.0,3202213.0,65.3,70,1.0,0.0,50008.0,50008.0,0.70915,0.29085,0.0
NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,1.0,4.0,291176.0,98.0,6657348.5,49.74,0,0.65596,0.34404,291176.0,72794.0,0.98915,0.01085,0.0
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,50832.0,63.0,2551022.25,107.16,50,1.0,0.0,50832.0,50832.0,0.24068,0.75932,0.0
NonResidential,Refrigerated Warehouse,GREATER DUWAMISH,1.0,1.0,76354.0,70.0,2843033.5,20.29,40,1.0,0.0,76354.0,76354.0,0.99644,0.00356,0.0
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,98480.0,65.0,2831565.5,39.5,55,1.0,0.0,98480.0,98480.0,0.84877,0.15123,0.0
NonResidential,Mixed Use Property,LAKE UNION,1.0,2.0,53002.0,75.0,3441643.25,64.0,105,1.0,0.0,53002.0,26501.0,0.74805,0.25195,0.0
NonResidential,Mixed Use Property,LAKE UNION,1.0,3.0,175918.0,,22530168.0,640.71,0,0.70885,0.29115,175918.0,58639.333,0.53474,0.46526,0.0
NonResidential,Other,LAKE UNION,1.0,3.0,169785.0,,19155416.0,406.02,90,0.62434,0.37566,169785.0,56595.0,0.69169,0.30831,0.0
NonResidential,Large Office,LAKE UNION,1.0,11.0,124721.0,58.0,13898181.0,365.79,40,1.0,0.0,124721.0,11338.273,0.58065,0.41935,0.0
NonResidential,Small- and Mid-Sized Office,LAKE UNION,1.0,7.0,94002.0,70.0,5662234.0,39.47,40,1.0,0.0,94002.0,13428.857,1.0,0.0,0.0
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,93020.0,60.0,1252323.875,8.73,35,1.0,0.0,93020.0,93020.0,1.0,0.0,0.0
NonResidential,Other,DOWNTOWN,1.0,1.0,23000.0,,711118.375,25.74,65,1.0,0.0,23000.0,23000.0,0.36652,0.63348,0.0
NonResidential,Supermarket / Grocery Store,SOUTHEAST,1.0,1.0,61053.0,32.0,13133225.0,306.5,5,1.0,0.0,61053.0,61053.0,0.64528,0.35472,0.0
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,5.0,78920.0,88.0,2830674.75,19.73,105,1.0,0.0,78920.0,15784.0,1.0,0.0,0.0
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,7.0,99440.0,64.0,6606832.5,134.69,105,1.0,0.0,99440.0,14205.714,0.70924,0.29076,0.0
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,6.0,73260.0,82.0,2853189.5,19.89,100,1.0,0.0,73260.0,12210.0,1.0,0.0,0.0
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,4.0,69817.0,87.0,2178074.5,76.8,110,1.0,0.0,69817.0,17454.25,0.57166,0.07432,0.35402
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,4.0,84750.0,,2094724.625,26.04,110,1.0,0.0,84750.0,21187.5,0.88166,0.11834,0.0
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,6.0,75496.0,,3570161.75,24.89,110,0.82357,0.17643,75496.0,12582.667,1.0,0.0,0.0
NonResidential,Large Office,DOWNTOWN,1.0,4.0,164380.0,79.0,7655751.0,130.31,110,1.0,0.0,164380.0,41095.0,0.80942,0.13839,0.05219
NonResidential,Large Office,DOWNTOWN,1.0,7.0,160580.0,98.0,4336187.5,99.59,100,1.0,0.0,160580.0,22940.0,0.6951,0.22483,0.08007
Nonresidential COS,Other,DOWNTOWN,1.0,3.0,67755.0,,1904480.0,13.28,105,1.0,0.0,67755.0,22585.0,1.0,0.0,0.0
NonResidential,Mixed Use Property,GREATER DUWAMISH,1.0,3.0,56700.0,37.0,2371575.0,31.58,100,1.0,0.0,56700.0,18900.0,0.86247,0.13753,0.0
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,82852.0,83.0,2153603.5,65.56,85,1.0,0.0,82852.0,82852.0,0.4913,0.5087,0.0
NonResidential,Other,GREATER DUWAMISH,1.0,2.0,76442.0,,3978277.0,132.6,55,1.0,0.0,76442.0,38221.0,0.42868,0.57132,0.0
NonResidential,Distribution Center,GREATER DUWAMISH,1.0,2.0,92792.0,56.0,3155496.0,74.18,45,1.0,0.0,92792.0,46396.0,0.6416,0.3584,0.0
NonResidential,Other,GREATER DUWAMISH,2.0,2.0,125519.0,,2244317.0,15.65,70,1.0,0.0,62759.5,62759.5,1.0,0.0,0.0
NonResidential,Large Office,GREATER DUWAMISH,1.0,4.0,129000.0,80.0,4374646.0,30.5,110,0.8,0.2,129000.0,32250.0,1.0,0.0,0.0
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,78814.0,69.0,861972.875,16.48,55,1.0,0.0,78814.0,78814.0,0.73683,0.26317,0.0
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1.0,4.0,58970.0,,1776411.75,41.18,105,1.0,0.0,58970.0,14742.5,0.64871,0.35129,0.0
NonResidential,Distribution Center,GREATER DUWAMISH,1.0,6.0,75600.0,15.0,2688675.75,18.74,100,0.85714,0.14286,75600.0,12600.0,1.0,0.0,0.0
NonResidential,Distribution Center,GREATER DUWAMISH,1.0,4.0,56270.0,,1056782.125,7.37,100,1.0,0.0,56270.0,14067.5,1.0,0.0,0.0
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,4.0,66842.0,31.0,5608600.5,138.35,105,1.0,0.0,66842.0,16710.5,0.61647,0.38353,0.0
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,6.0,75288.0,81.0,2891605.0,20.18,100,0.85655,0.14345,75288.0,12548.0,0.99987,0.00013,0.0
NonResidential,Large Office,DOWNTOWN,1.0,7.0,184322.0,81.0,9722890.0,67.78,105,1.0,0.0,184322.0,26331.714,1.0,0.0,0.0
NonResidential,Large Office,DOWNTOWN,1.0,7.0,287853.0,43.0,25567108.0,182.14,0,1.0,0.0,287853.0,41121.857,0.99669,0.00331,0.0
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1.0,2.0,64512.0,53.0,5968153.5,180.76,95,1.0,0.0,64512.0,32256.0,0.49465,0.50535,0.0
NonResidential,Mixed Use Property,GREATER DUWAMISH,1.0,6.0,286000.0,,63835192.0,445.62,0,0.60918,0.39082,286000.0,47666.667,0.9998,0.0002,0.0
NonResidential,Warehouse,GREATER DUWAMISH,1.0,7.0,144050.0,26.0,3929371.0,98.43,85,1.0,0.0,144050.0,20578.571,0.6082,0.3918,0.0
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1.0,3.0,60592.0,16.0,5049446.5,47.25,80,1.0,0.0,60592.0,20197.333,0.9483,0.0517,0.0
NonResidential,Large Office,GREATER DUWAMISH,0.0,6.0,1380959.0,79.0,74130576.0,810.7,95,1.0,0.0,46261.5,230159.833,0.91407,0.08593,0.0
NonResidential,Retail Store,GREATER DUWAMISH,1.0,1.0,107930.0,57.0,7221482.5,100.42,15,1.0,0.0,107930.0,107930.0,0.8497,0.1503,0.0
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,99084.0,83.0,1618110.375,49.25,85,1.0,0.0,99084.0,99084.0,0.49137,0.50863,0.0
NonResidential,Distribution Center,Delridge,1.0,1.0,72719.0,28.0,2581741.75,42.74,55,1.0,0.0,72719.0,72719.0,0.79227,0.20773,0.0
NonResidential,Small- and Mid-Sized Office,EAST,0.0,4.0,76624.0,91.0,2773647.5,33.41,80,1.0,0.0,46261.5,19156.0,0.89,0.11,0.0
NonResidential,Small- and Mid-Sized Office,NORTHEAST,1.0,6.0,91706.0,2.0,8570571.0,59.75,10,0.60108,0.39892,91706.0,15284.333,1.0,0.0,0.0
NonResidential,Medical Office,LAKE UNION,1.0,5.0,129093.0,6.0,19248732.0,477.85,0,0.69091,0.30909,129093.0,25818.6,0.61304,0.38696,0.0
NonResidential,Large Office,DELRIDGE,1.0,5.0,138106.0,41.0,8381834.5,58.43,20,0.88255,0.11745,138106.0,27621.2,1.0,0.0,0.0
NonResidential,Retail Store,GREATER DUWAMISH,1.0,1.0,56572.0,66.0,2409429.0,67.29,35,1.0,0.0,56572.0,56572.0,0.54581,0.45419,0.0
NonResidential,Medical Office,EAST,1.0,0.0,225982.0,53.0,20560622.0,692.12,5,1.0,0.0,225982.0,22178.9285,0.61987,0.0,0.38013
NonResidential,Mixed Use Property,DOWNTOWN,0.0,0.0,516407.0,31.0,39403320.0,734.72,5,1.0,0.0,46261.5,22178.9285,0.74696,0.25304,0.0
NonResidential,Large Office,DOWNTOWN,1.0,11.0,312512.0,,25747022.0,185.39,10,1.0,0.0,312512.0,28410.182,0.99503,0.00497,0.0
NonResidential,Large Office,DOWNTOWN,1.0,42.0,1592914.0,97.0,56498868.0,481.06,5,1.0,0.0,1592914.0,37926.524,0.97566,0.00688,0.01746
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,6.0,97720.0,,2478025.25,17.28,85,1.0,0.0,97720.0,16286.667,1.0,0.0,0.0
NonResidential,Medical Office,EAST,1.0,10.0,422503.0,46.0,17254810.0,190.1,25,0.51106,0.48894,422503.0,42250.3,0.94238,0.0,0.05762
NonResidential,Medical Office,CENTRAL,1.0,7.0,94500.0,68.0,5792926.0,40.38,20,1.0,0.0,94500.0,13500.0,1.0,0.0,0.0
NonResidential,Retail Store,DELRIDGE,0.0,1.0,94713.0,79.0,5417598.0,94.74,5,1.0,0.0,46261.5,94713.0,0.7721,0.2279,0.0
NonResidential,Medical Office,EAST,1.0,9.0,302902.0,58.0,14751117.0,130.32,0,0.66543,0.33457,302902.0,33655.778,0.95962,0.04038,0.0
NonResidential,Medical Office,EAST,1.0,19.0,319911.0,50.0,15067340.0,357.39,35,0.51109,0.48891,319911.0,16837.421,0.76147,0.0,0.23853
NonResidential,Large Office,DOWNTOWN,1.0,6.0,205521.0,94.0,8138616.5,282.46,110,1.0,0.0,205521.0,34253.5,0.53154,0.21428,0.25418
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,6.0,56700.0,55.0,3065954.5,21.37,110,1.0,0.0,56700.0,9450.0,1.0,0.0,0.0
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1.0,4.0,72000.0,89.0,2729167.75,23.48,85,1.0,0.0,72000.0,18000.0,0.96461,0.03539,0.0
NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,1.0,4.0,191146.0,93.0,5101504.5,35.56,10,0.50356,0.49644,191146.0,47786.5,1.0,0.0,0.0
NonResidential,Other,DELRIDGE,1.0,3.0,68763.0,,9029489.0,310.19,10,0.83237,0.16763,68763.0,22921.0,0.40653,0.59347,0.0
NonResidential,Other,SOUTHEAST,3.0,1.0,102133.0,,20725996.0,530.62,15,1.0,0.0,34044.333,102133.0,0.59621,0.40379,0.0
NonResidential,Large Office,DOWNTOWN,1.0,14.0,362046.0,86.0,15725581.0,116.95,0,1.0,0.0,362046.0,25860.429,0.98991,0.01009,0.0
NonResidential,Other,MAGNOLIA / QUEEN ANNE,3.0,2.0,81336.0,,13085297.0,270.17,15,1.0,0.0,27112.0,40668.0,0.7036,0.2964,0.0
NonResidential,Large Office,DOWNTOWN,1.0,23.0,538933.0,90.0,16020642.0,111.69,10,1.0,0.0,538933.0,23431.87,1.0,0.0,0.0
NonResidential,Other,DOWNTOWN,1.0,6.0,275982.0,,5233553.5,36.49,25,0.28571,0.71429,275982.0,45997.0,1.0,0.0,0.0
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,5.0,98668.0,91.0,4391348.0,30.61,25,1.0,0.0,98668.0,19733.6,1.0,0.0,0.0
NonResidential,Large Office,GREATER DUWAMISH,1.0,1.0,158931.0,12.0,8751704.0,98.54,0,0.82143,0.17857,158931.0,158931.0,0.90705,0.09295,0.0
NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,1.0,1.0,105100.0,1.0,22078064.0,357.86,30,1.0,0.0,105100.0,105100.0,0.79979,0.20021,0.0
NonResidential,Supermarket / Grocery Store,MAGNOLIA / QUEEN ANNE,1.0,1.0,57176.0,31.0,12525174.0,0.0,0,1.0,0.0,57176.0,57176.0,0.0,0.0,0.0
NonResidential,Retail Store,MAGNOLIA / QUEEN ANNE,1.0,1.0,50660.0,51.0,2661488.0,60.7,30,1.0,0.0,50660.0,50660.0,0.65677,0.34323,0.0
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,2.0,61929.0,59.0,2203026.5,55.73,70,1.0,0.0,61929.0,30964.5,0.60283,0.39717,0.0
NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,1.0,4.0,165111.0,1.0,25478086.0,177.62,10,0.66689,0.33311,165111.0,41277.75,1.0,0.0,0.0
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,3.0,20565.0,65.0,802312.5,5.59,85,1.0,0.0,20565.0,6855.0,1.0,0.0,0.0
NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,1.0,5.0,159937.0,63.0,7857972.5,54.78,10,0.65004,0.34996,159937.0,31987.4,1.0,0.0,0.0
NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,1.0,5.0,183964.0,56.0,14856199.0,103.57,0,0.7458,0.2542,183964.0,36792.8,1.0,0.0,0.0
NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,1.0,5.0,208210.0,95.0,5514308.5,116.74,25,0.62131,0.37869,208210.0,41642.0,0.69225,0.30775,0.0
NonResidential,Large Office,DOWNTOWN,1.0,7.0,277486.0,63.0,12729858.0,88.74,25,0.71068,0.28932,277486.0,39640.857,1.0,0.0,0.0
NonResidential,Large Office,DOWNTOWN,1.0,3.0,187130.0,77.0,10053489.0,70.09,15,1.0,0.0,187130.0,62376.667,1.0,0.0,0.0
NonResidential,Large Office,DOWNTOWN,1.0,5.0,251044.0,99.0,17186624.0,119.81,10,0.53049,0.46951,251044.0,50208.8,1.0,0.0,0.0
NonResidential,Warehouse,DOWNTOWN,1.0,5.0,154330.0,81.0,1262235.25,8.8,95,1.0,0.0,154330.0,30866.0,1.0,0.0,0.0
NonResidential,Large Office,DOWNTOWN,1.0,6.0,108245.0,,4515180.5,50.17,90,0.86429,0.13571,108245.0,18040.833,0.94103,0.0,0.05897
NonResidential,Large Office,DOWNTOWN,1.0,6.0,167860.0,70.0,6797647.0,47.39,105,1.0,0.0,167860.0,27976.667,1.0,0.0,0.0
NonResidential,Large Office,DOWNTOWN,1.0,6.0,112560.0,86.0,4946798.5,97.82,100,1.0,0.0,112560.0,18760.0,0.72249,0.27751,0.0
NonResidential,Retail Store,DOWNTOWN,1.0,6.0,86204.0,89.0,3241917.0,69.02,100,1.0,0.0,86204.0,14367.333,0.68968,0.31032,0.0
Nonresidential COS,Warehouse,GREATER DUWAMISH,1.0,2.0,145158.0,51.0,8384523.0,119.46,25,1.0,0.0,145158.0,72579.0,0.84228,0.15772,0.0
NonResidential,Large Office,GREATER DUWAMISH,1.0,2.0,112896.0,66.0,10287986.0,157.48,60,1.0,0.0,112896.0,56448.0,0.81932,0.18068,0.0
NonResidential,Distribution Center,GREATER DUWAMISH,1.0,1.0,110613.0,95.0,1015060.188,7.08,50,1.0,0.0,110613.0,110613.0,1.0,0.0,0.0
NonResidential,Warehouse,GREATER DUWAMISH,1.0,4.0,149881.0,97.0,2417401.25,95.86,60,1.0,0.0,149881.0,37470.25,0.29166,0.70834,0.0
NonResidential,Warehouse,GREATER DUWAMISH,1.0,3.0,98220.0,12.0,6468090.0,75.29,60,1.0,0.0,98220.0,32740.0,0.89881,0.10119,0.0
NonResidential,Distribution Center,GREATER DUWAMISH,1.0,1.0,84420.0,55.0,2848317.25,19.86,40,1.0,0.0,84420.0,84420.0,1.0,0.0,0.0
NonResidential,Distribution Center,GREATER DUWAMISH,1.0,1.0,73335.0,,5197118.0,155.74,50,1.0,0.0,73335.0,73335.0,0.50159,0.49841,0.0
NonResidential,Distribution Center,GREATER DUWAMISH,1.0,2.0,56876.0,,1791715.625,48.5,80,1.0,0.0,56876.0,28438.0,0.56442,0.43558,0.0
NonResidential,Warehouse,GREATER DUWAMISH,1.0,2.0,61200.0,16.0,4912143.0,178.62,80,1.0,0.0,61200.0,30600.0,0.36296,0.63704,0.0
NonResidential,Distribution Center,GREATER DUWAMISH,1.0,1.0,111908.0,87.0,1555420.25,34.14,20,1.0,0.0,111908.0,111908.0,0.67539,0.32461,0.0
NonResidential,Other,GREATER DUWAMISH,3.0,2.0,63644.0,,6858533.5,168.5,25,1.0,0.0,21214.667,31822.0,0.6186,0.3814,0.0
NonResidential,Mixed Use Property,GREATER DUWAMISH,3.0,2.0,108753.0,,3639670.25,25.37,80,0.82658,0.17342,36251.0,54376.5,1.0,0.0,0.0
NonResidential,Supermarket / Grocery Store,NORTHWEST,1.0,1.0,141890.0,91.0,16865978.0,293.56,40,0.74949,0.25051,141890.0,141890.0,0.77385,0.22614,0.0
NonResidential,Small- and Mid-Sized Office,BALLARD,1.0,4.0,92092.0,5.0,4817062.0,33.58,10,0.77137,0.22863,92092.0,23023.0,1.0,0.0,0.0
NonResidential,Warehouse,MAGNOLIA / QUEEN ANNE,0.0,3.0,56259.0,,2346571.5,86.9,35,1.0,0.0,46261.5,18753.0,0.34846,0.65154,0.0
NonResidential,Other,NORTHEAST,1.0,6.0,143439.0,,25631512.0,710.7,5,1.0,0.0,143439.0,23906.5,0.55013,0.44987,0.0
NonResidential,Large Office,LAKE UNION,1.0,4.0,202623.0,73.0,8873485.0,61.86,0,0.56148,0.43852,202623.0,50655.75,1.0,0.0,0.0
NonResidential,Small- and Mid-Sized Office,LAKE UNION,1.0,2.0,77174.0,33.0,5481549.0,38.21,10,0.66569,0.33431,77174.0,38587.0,1.0,0.0,0.0
NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,1.0,5.0,110524.0,57.0,6859198.0,47.82,10,1.0,0.0,110524.0,22104.8,1.0,0.0,0.0
NonResidential,Mixed Use Property,LAKE UNION,1.0,5.0,287224.0,,21042926.0,314.43,0,0.63913,0.36087,287224.0,57444.8,0.82724,0.17276,0.0
NonResidential,Laboratory,LAKE UNION,1.0,4.0,115748.0,,36436388.0,1154.79,10,0.84119,0.15881,115748.0,28937.0,0.46418,0.53582,0.0
NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,1.0,7.0,241875.0,88.0,8655604.0,68.06,10,0.64986,0.35014,241875.0,34553.571,0.98068,0.01932,0.0
NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,1.0,5.0,102930.0,85.0,4750799.0,65.03,35,0.81813,0.18187,102930.0,20586.0,0.85444,0.14556,0.0
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,3.0,76893.0,,12029600.0,260.13,105,1.0,0.0,76893.0,25631.0,0.68242,0.31758,0.0
NonResidential,Large Office,DOWNTOWN,1.0,8.0,150000.0,65.0,9343428.0,119.93,35,0.84247,0.15753,150000.0,18750.0,0.87289,0.12711,0.0
NonResidential,Large Office,DOWNTOWN,1.0,7.0,274362.0,82.0,16540550.0,147.82,55,1.0,0.0,274362.0,39194.571,0.95741,0.04259,0.0
NonResidential,Large Office,DOWNTOWN,1.0,15.0,378002.0,85.0,17750994.0,246.83,25,0.69238,0.30762,378002.0,25200.133,0.84972,0.15028,0.0
NonResidential,Large Office,DOWNTOWN,1.0,11.0,169020.0,83.0,11480494.0,346.62,45,1.0,0.0,169020.0,15365.455,0.62798,0.1205,0.25152
NonResidential,Other,DOWNTOWN,1.0,33.0,429405.0,98.0,274682208.0,1921.82,30,1.0,0.0,429405.0,13012.273,0.99945,0.00054,0.0
NonResidential,Large Office,DOWNTOWN,1.0,76.0,1952220.0,86.0,92937640.0,882.56,25,0.83639,0.16361,1952220.0,25687.105,0.94528,0.05472,0.0
NonResidential,Large Office,DOWNTOWN,1.0,19.0,383515.0,90.0,15878689.0,110.7,30,0.76591,0.23409,383515.0,20185.0,1.0,0.0,0.0
NonResidential,Medical Office,DOWNTOWN,1.0,18.0,363934.0,68.0,22104512.0,582.28,85,0.92067,0.07933,363934.0,20218.556,0.72394,0.00054,0.27552
NonResidential,Retail Store,DOWNTOWN,1.0,4.0,78920.0,80.0,8303666.5,109.85,80,1.0,0.0,78920.0,19730.0,0.86436,0.13564,0.0
NonResidential,Large Office,DOWNTOWN,1.0,7.0,131143.0,93.0,5177270.5,109.16,30,0.33538,0.66462,131143.0,18734.714,0.94087,0.27351,0.0
NonResidential,Other,DOWNTOWN,1.0,0.0,947987.0,,46510960.0,324.25,10,1.0,0.0,947987.0,22178.9285,1.0,0.0,0.0
NonResidential,Mixed Use Property,EAST,1.0,4.0,55520.0,,3686962.25,150.88,100,1.0,0.0,55520.0,13880.0,0.26415,0.73585,0.0
NonResidential,Large Office,DOWNTOWN,1.0,10.0,132998.0,97.0,3775187.5,133.8,100,1.0,0.0,132998.0,13299.8,0.59454,0.0,0.40546
NonResidential,Retail Store,DOWNTOWN,1.0,3.0,83118.0,59.0,2443141.5,27.82,70,1.0,0.0,83118.0,27706.0,0.90434,0.09566,0.0
NonResidential,Retail Store,DOWNTOWN,1.0,3.0,77555.0,39.0,7802205.5,54.4,85,1.0,0.0,77555.0,25851.667,0.99998,2e-05,0.0
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,6.0,51218.0,57.0,2886141.5,20.12,100,1.0,0.0,51218.0,8536.333,1.0,0.0,0.0
NonResidential,Large Office,DOWNTOWN,1.0,29.0,489182.0,43.0,36378588.0,426.39,40,1.0,0.0,489182.0,16868.345,0.89706,0.10294,0.0
NonResidential,Large Office,DOWNTOWN,1.0,27.0,216571.0,62.0,16246106.0,639.72,80,0.9385,0.0615,216571.0,8021.148,0.53581,0.00784,0.45635
NonResidential,Large Office,DOWNTOWN,1.0,13.0,189175.0,13.0,19036416.0,132.71,90,1.0,0.0,189175.0,14551.923,1.0,0.0,0.0
NonResidential,Large Office,DOWNTOWN,1.0,13.0,293803.0,25.0,17074142.0,119.03,10,0.74649,0.25351,293803.0,22600.231,1.0,0.0,0.0
NonResidential,Large Office,DOWNTOWN,1.0,7.0,122356.0,91.0,4585070.5,41.8,100,1.0,0.0,122356.0,17479.429,0.95349,0.04651,0.0
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,3.0,52298.0,89.0,1968655.125,13.72,90,1.0,0.0,52298.0,17432.667,1.0,0.0,0.0
NonResidential,Large Office,DOWNTOWN,1.0,17.0,116640.0,75.0,6758565.5,169.06,100,1.0,0.0,116640.0,6861.176,0.74304,0.0,0.25696
NonResidential,Large Office,DOWNTOWN,1.0,42.0,1249055.0,95.0,37980712.0,264.78,30,0.83898,0.16102,1249055.0,29739.405,1.0,0.0,0.0
NonResidential,Medical Office,EAST,1.0,5.0,188339.0,15.0,8523594.0,89.41,20,0.47268,0.52732,188339.0,37667.8,0.92374,0.07626,0.0
NonResidential,University,CENTRAL,1.0,2.0,60122.0,,690529.5,9.31,95,1.0,0.0,60122.0,30061.0,0.8588,0.1412,0.0
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,6.0,95000.0,83.0,4052720.0,31.43,100,0.85579,0.14421,95000.0,15833.333,0.983,0.017,0.0
NonResidential,Large Office,DOWNTOWN,1.0,9.0,224857.0,79.0,15272491.0,390.67,40,1.0,0.0,224857.0,24984.111,0.73498,0.0,0.26502
NonResidential,Large Office,DOWNTOWN,1.0,8.0,446261.0,96.0,13568148.0,94.59,10,0.72037,0.27963,446261.0,55782.625,1.0,0.0,0.0
NonResidential,Other,GREATER DUWAMISH,1.0,2.0,58492.0,,1594422.5,51.56,70,1.0,0.0,58492.0,29246.0,0.4502,0.5498,0.0
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1.0,6.0,62370.0,30.0,4353025.0,30.35,100,1.0,0.0,62370.0,10395.0,1.0,0.0,0.0
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,73296.0,83.0,2356376.75,73.58,50,1.0,0.0,73296.0,73296.0,0.47428,0.52572,0.0
Nonresidential COS,Other,GREATER DUWAMISH,1.0,4.0,99122.0,,14469228.0,179.45,65,1.0,0.0,99122.0,24780.5,0.8823,0.1177,0.0
NonResidential,Other,GREATER DUWAMISH,1.0,1.0,66133.0,,6345009.5,89.94,25,1.0,0.0,66133.0,66133.0,0.84388,0.15612,0.0
NonResidential,Warehouse,GREATER DUWAMISH,1.0,2.0,115668.0,,3534690.75,111.23,55,1.0,0.0,115668.0,57834.0,0.46905,0.53095,0.0
NonResidential,Other,GREATER DUWAMISH,1.0,1.0,141686.0,,6673138.0,46.52,40,1.0,0.0,141686.0,141686.0,1.0,0.0,0.0
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1.0,1.0,93610.0,95.0,6235947.0,152.28,60,1.0,0.0,93610.0,93610.0,0.62184,0.37816,0.0
NonResidential,Large Office,GREATER DUWAMISH,1.0,2.0,156188.0,67.0,6843855.0,60.92,35,1.0,0.0,156188.0,78094.0,0.95816,0.04184,0.0
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,115620.0,11.0,1951856.25,13.61,45,1.0,0.0,115620.0,115620.0,1.0,0.0,0.0
NonResidential,Large Office,GREATER DUWAMISH,1.0,5.0,238148.0,93.0,10775646.0,75.12,35,1.0,0.0,238148.0,47629.6,1.0,0.0,0.0
NonResidential,Distribution Center,GREATER DUWAMISH,1.0,1.0,71718.0,100.0,151754.2969,1.06,40,1.0,0.0,71718.0,71718.0,1.0,0.0,0.0
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,55450.0,31.0,4345698.0,131.64,40,1.0,0.0,55450.0,55450.0,0.49456,0.50544,0.0
NonResidential,Distribution Center,GREATER DUWAMISH,1.0,1.0,54880.0,32.0,2763597.0,89.53,30,1.0,0.0,54880.0,54880.0,0.44898,0.55102,0.0
