BuildingType,PrimaryPropertyType,Neighborhood,NumberofBuildings,NumberofFloors,PropertyGFATotal,ENERGYSTARScore,SiteEnergyUse(kBtu),TotalGHGEmissions,BuildingAge_rescaled,GFABuildingNormalised,GFAParkingNormalised,GFAPerBuilding,GFAPerFloor,Electricity_ratio,Natural_gas_ratio,SteamUse_ratio
NonResidential,Self-Storage Facility,GREATER DUWAMISH,1.0,2.0,25821.0,,209698.7031,1.46,85,1.0,0.0,25821.0,12910.5,1.0,0.0,0.0
NonResidential,Refrigerated Warehouse,GREATER DUWAMISH,1.0,2.0,21870.0,45.0,1074350.375,7.49,55,1.0,0.0,21870.0,10935.0,1.0,0.0,0.0
NonResidential,Warehouse,GREATER DUWAMISH,3.0,1.0,51664.0,,3528086.75,66.77,20,1.0,0.0,17221.333,51664.0,0.74091,0.25909,0.0
NonResidential,Medical Office,DELRIDGE,1.0,1.0,43615.0,89.0,3133849.5,106.35,40,1.0,0.0,43615.0,43615.0,0.41561,0.58439,0.0
NonResidential,Small- and Mid-Sized Office,DELRIDGE,1.0,3.0,36879.0,26.0,1144267.5,7.98,40,1.0,0.0,36879.0,12293.0,1.0,0.0,0.0
Nonresidential COS,Other,DELRIDGE,1.0,2.0,28531.0,,3494929.5,92.7,5,1.0,0.0,28531.0,14265.5,0.5762,0.4238,0.0
NonResidential,Warehouse,DELRIDGE,1.0,2.0,36600.0,80.0,308400.4063,2.15,25,1.0,0.0,36600.0,18300.0,1.0,0.0,0.0
NonResidential,Mixed Use Property,SOUTHWEST,1.0,5.0,35176.0,,1011965.375,7.05,5,1.0,0.0,35176.0,7035.2,1.0,0.0,0.0
NonResidential,University,LAKE UNION,1.0,2.0,41293.0,,2839882.25,61.68,70,0.63086,0.36914,41293.0,20646.5,0.68034,0.31966,0.0
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,48890.0,49.0,2100216.5,61.6,70,1.0,0.0,48890.0,48890.0,0.51536,0.48464,0.0
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1.0,3.0,43473.0,3.0,4416909.5,30.79,10,1.0,0.0,43473.0,14491.0,1.0,0.0,0.0
NonResidential,Retail Store,DELRIDGE,1.0,1.0,40265.0,19.0,3740373.75,35.48,20,1.0,0.0,40265.0,40265.0,0.94553,0.05447,0.0
NonResidential,Retail Store,DELRIDGE,1.0,1.0,26208.0,79.0,1608884.25,37.61,5,1.0,0.0,26208.0,26208.0,0.6444,0.3556,0.0
Nonresidential COS,Other,DELRIDGE,0.0,2.0,27227.0,,8054334.0,286.89,35,1.0,0.0,46261.5,13613.5,0.37909,0.62091,0.0
NonResidential,Mixed Use Property,BALLARD,1.0,1.0,42172.0,,3275779.25,152.14,85,1.0,0.0,42172.0,42172.0,0.14449,0.85551,0.0
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,5.0,32250.0,92.0,796042.375,11.44,100,1.0,0.0,32250.0,6450.0,0.83975,0.16025,0.0
NonResidential,Retail Store,NORTHWEST,1.0,1.0,51000.0,95.0,1298039.875,14.17,55,1.0,0.0,51000.0,51000.0,0.91447,0.08553,0.0
NonResidential,Mixed Use Property,GREATER DUWAMISH,1.0,1.0,27000.0,,229856.4063,1.6,95,1.0,0.0,27000.0,27000.0,1.0,0.0,0.0
NonResidential,Other,GREATER DUWAMISH,1.0,2.0,20747.0,,1001964.0,17.45,75,1.0,0.0,20747.0,10373.5,0.7736,0.2264,0.0
NonResidential,Warehouse,GREATER DUWAMISH,1.0,2.0,40800.0,,817255.875,27.83,80,1.0,0.0,40800.0,20400.0,0.41295,0.58705,0.0
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1.0,2.0,20150.0,80.0,576174.125,4.02,90,1.0,0.0,20150.0,10075.0,1.0,0.0,0.0
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,7.0,36000.0,40.0,1682454.875,11.73,100,1.0,0.0,36000.0,5142.857,1.0,0.0,0.0
NonResidential,Warehouse,GREATER DUWAMISH,1.0,2.0,41276.0,,2502081.0,96.62,70,1.0,0.0,41276.0,20638.0,0.31414,0.68586,0.0
NonResidential,Refrigerated Warehouse,GREATER DUWAMISH,0.0,2.0,24430.0,,1232822.875,23.62,70,1.0,0.0,46261.5,12215.0,0.73588,0.26412,0.0
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1.0,1.0,22580.0,90.0,928584.875,9.65,80,1.0,0.0,22580.0,22580.0,0.92592,0.07408,0.0
NonResidential,Warehouse,CENTRAL,1.0,1.0,20000.0,18.0,743528.125,33.52,85,1.0,0.0,20000.0,20000.0,0.17385,0.82615,0.0
NonResidential,Warehouse,CENTRAL,1.0,1.0,42000.0,,2070005.625,82.07,55,1.0,0.0,42000.0,42000.0,0.29182,0.70818,0.0
NonResidential,Self-Storage Facility,CENTRAL,1.0,1.0,24248.0,,111969.7031,0.79,45,1.0,0.0,24248.0,24248.0,0.99804,0.00196,0.0
NonResidential,Senior Care Community,NORTH,1.0,6.0,244500.0,100.0,11019641.0,292.8,0,1.0,0.0,244500.0,40750.0,0.57521,0.42479,0.0
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,24617.0,,106918.0,0.75,75,1.0,0.0,24617.0,24617.0,1.0,0.0,0.0
NonResidential,Other,GREATER DUWAMISH,1.0,3.0,127065.0,,3245111.5,22.62,0,0.33333,0.66667,127065.0,42355.0,1.0,0.0,0.0
NonResidential,Retail Store,GREATER DUWAMISH,1.0,1.0,37247.0,69.0,1748644.5,58.36,45,1.0,0.0,37247.0,37247.0,0.42776,0.57224,0.0
NonResidential,Retail Store,BALLARD,1.0,1.0,25384.0,11.0,3027867.5,77.23,15,1.0,0.0,25384.0,25384.0,0.59828,0.40172,0.0
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,0.0,3.0,49052.0,96.0,1441445.625,10.05,100,1.0,0.0,46261.5,16350.667,1.0,0.0,0.0
NonResidential,Warehouse,GREATER DUWAMISH,1.0,2.0,52110.0,34.0,586589.1875,25.15,110,1.0,0.0,52110.0,26055.0,0.22183,0.77817,0.0
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1.0,2.0,39036.0,,1528295.75,39.25,70,1.0,0.0,39036.0,19518.0,0.59448,0.40552,0.0
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1.0,1.0,26310.0,96.0,771512.6875,14.99,85,1.0,0.0,26310.0,26310.0,0.72986,0.27014,0.0
NonResidential,Retail Store,SOUTHEAST,1.0,1.0,37883.0,88.0,12434593.0,413.1,45,1.0,0.0,37883.0,37883.0,0.43105,0.56895,0.0
NonResidential,K-12 School,DELRIDGE,1.0,3.0,29874.0,95.0,1274049.75,54.27,45,1.0,0.0,29874.0,9958.0,0.22781,0.77219,0.0
NonResidential,Worship Facility,MAGNOLIA / QUEEN ANNE,1.0,1.0,20140.0,35.0,992794.6875,47.08,45,1.0,0.0,20140.0,20140.0,0.12328,0.87672,0.0
NonResidential,Self-Storage Facility,NORTHWEST,1.0,2.0,71874.0,,1242811.75,44.97,20,0.56328,0.43672,71874.0,35937.0,0.36689,0.63311,0.0
NonResidential,Small- and Mid-Sized Office,CENTRAL,1.0,2.0,39953.0,93.0,1508561.875,28.05,40,1.0,0.0,39953.0,19976.5,0.7481,0.2519,0.0
NonResidential,Retail Store,CENTRAL,1.0,2.0,21200.0,15.0,1676426.5,11.69,10,1.0,0.0,21200.0,10600.0,1.0,0.0,0.0
NonResidential,Supermarket / Grocery Store,CENTRAL,1.0,1.0,30630.0,27.0,6058494.0,42.24,30,1.0,0.0,30630.0,30630.0,1.0,0.0,0.0
NonResidential,Retail Store,CENTRAL,1.0,2.0,23421.0,25.0,1896626.375,13.22,30,1.0,0.0,23421.0,11710.5,1.0,0.0,0.0
SPS-District K-12,K-12 School,BALLARD,1.0,3.0,117116.0,83.0,5722325.5,256.31,80,1.0,0.0,117116.0,39038.667,0.18028,0.81972,0.0
NonResidential,Worship Facility,BALLARD,1.0,2.0,24120.0,66.0,893053.1875,31.54,80,1.0,0.0,24120.0,12060.0,0.38553,0.61447,0.0
NonResidential,Worship Facility,BALLARD,1.0,3.0,35736.0,88.0,1148202.25,51.15,80,1.0,0.0,35736.0,11912.0,0.18559,0.81441,0.0
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,51050.0,10.0,1206165.75,27.75,70,1.0,0.0,51050.0,51050.0,0.65253,0.34747,0.0
NonResidential,Retail Store,GREATER DUWAMISH,1.0,2.0,21900.0,40.0,1302192.875,42.66,55,1.0,0.0,21900.0,10950.0,0.44098,0.55902,0.0
NonResidential,Distribution Center,GREATER DUWAMISH,1.0,1.0,16300.0,100.0,150167.7969,1.6,55,1.0,0.0,16300.0,16300.0,0.92016,0.07984,0.0
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,33462.0,1.0,1386445.375,9.67,45,1.0,0.0,33462.0,33462.0,1.0,0.0,0.0
NonResidential,Mixed Use Property,GREATER DUWAMISH,1.0,1.0,35310.0,,1331469.75,44.68,55,1.0,0.0,35310.0,35310.0,0.42377,0.57623,0.0
NonResidential,Other,GREATER DUWAMISH,1.0,3.0,36140.0,,4653535.0,32.44,45,1.0,0.0,36140.0,12046.667,1.0,0.0,0.0
NonResidential,Other,DOWNTOWN,1.0,2.0,47963.0,,8163413.0,298.91,20,0.55416,0.44584,47963.0,23981.5,0.35749,0.64251,0.0
NonResidential,Warehouse,DOWNTOWN,1.0,1.0,23903.0,65.0,415364.5938,14.37,80,1.0,0.0,23903.0,23903.0,0.40145,0.59855,0.0
NonResidential,Self-Storage Facility,NORTHEAST,1.0,3.0,22522.0,,561473.875,23.52,60,1.0,0.0,22522.0,7507.333,0.2433,0.7567,0.0
NonResidential,Self-Storage Facility,NORTHEAST,1.0,4.0,38959.0,,905750.375,23.84,15,1.0,0.0,38959.0,9739.75,0.58064,0.41936,0.0
NonResidential,Warehouse,GREATER DUWAMISH,1.0,2.0,25955.0,,1218112.0,8.49,80,1.0,0.0,25955.0,12977.5,1.0,0.0,0.0
Campus,K-12 School,EAST,1.0,4.0,46100.0,75.0,2177064.75,78.19,85,1.0,0.0,46100.0,11525.0,0.50413,0.24402,0.25185
NonResidential,Worship Facility,NORTHWEST,1.0,2.0,21936.0,96.0,608755.375,28.78,60,1.0,0.0,21936.0,10968.0,0.1265,0.8735,0.0
NonResidential,Other,NORTH,1.0,1.0,25406.0,,2442220.0,41.96,50,1.0,0.0,25406.0,25406.0,0.77874,0.22126,0.0
NonResidential,Small- and Mid-Sized Office,SOUTHEAST,1.0,2.0,23250.0,55.0,904236.0,6.3,40,1.0,0.0,23250.0,11625.0,1.0,0.0,0.0
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,30000.0,32.0,2794837.0,120.72,50,1.0,0.0,30000.0,30000.0,0.21495,0.78505,0.0
Nonresidential COS,Warehouse,GREATER DUWAMISH,1.0,1.0,45036.0,,1791697.75,49.53,45,1.0,0.0,45036.0,45036.0,0.55196,0.44804,0.0
NonResidential,Mixed Use Property,DOWNTOWN,1.0,39.0,1074552.0,65.0,26416770.0,449.59,0,0.89566,0.10434,1074552.0,27552.615,0.78223,0.21777,0.0
NonResidential,University,MAGNOLIA / QUEEN ANNE,1.0,2.0,122679.0,,16378152.0,588.25,50,1.0,0.0,122679.0,61339.5,0.37265,0.62735,0.0
Campus,University,MAGNOLIA / QUEEN ANNE,14.0,2.0,537000.0,,90609640.0,3768.66,65,1.0,0.0,38357.143,268500.0,0.24963,0.75037,0.0
NonResidential,Small- and Mid-Sized Office,NORTH,1.0,4.0,23022.0,78.0,1027230.875,14.64,30,1.0,0.0,23022.0,5755.5,0.84231,0.15769,0.0
NonResidential,Refrigerated Warehouse,GREATER DUWAMISH,1.0,1.0,27263.0,,2470642.0,17.22,40,1.0,0.0,27263.0,27263.0,1.0,0.0,0.0
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,31569.0,12.0,3064039.5,125.59,45,1.0,0.0,31569.0,31569.0,0.26272,0.73728,0.0
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,22509.0,57.0,177812.7969,1.24,55,1.0,0.0,22509.0,22509.0,1.0,0.0,0.0
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,39984.0,75.0,1073156.375,36.82,55,1.0,0.0,39984.0,39984.0,0.40749,0.59251,0.0
NonResidential,Worship Facility,EAST,1.0,1.0,26440.0,91.0,719905.1875,27.93,105,1.0,0.0,26440.0,26440.0,0.31028,0.68972,0.0
NonResidential,Self-Storage Facility,GREATER DUWAMISH,1.0,2.0,28800.0,,1143826.625,29.44,55,1.0,0.0,28800.0,14400.0,0.59332,0.40668,0.0
NonResidential,K-12 School,CENTRAL,4.0,2.0,28500.0,92.0,1162561.125,28.64,0,1.0,0.0,7125.0,14250.0,0.61718,0.38282,0.0
NonResidential,Restaurant,LAKE UNION,1.0,2.0,26519.0,,3717064.0,97.27,30,1.0,0.0,26519.0,13259.5,0.58394,0.41606,0.0
NonResidential,Mixed Use Property,LAKE UNION,1.0,2.0,34639.0,,15480681.0,515.71,20,0.55536,0.44464,34639.0,17319.5,0.42907,0.57093,0.0
NonResidential,Other,MAGNOLIA / QUEEN ANNE,1.0,2.0,26300.0,,3537841.5,116.94,90,1.0,0.0,26300.0,13150.0,0.43471,0.56529,0.0
NonResidential,Restaurant,LAKE UNION,0.0,2.0,34072.0,,6584966.5,226.81,45,1.0,0.0,46261.5,17036.0,0.40459,0.59541,0.0
NonResidential,Small- and Mid-Sized Office,LAKE UNION,1.0,3.0,23355.0,77.0,840549.375,5.86,60,1.0,0.0,23355.0,7785.0,1.0,0.0,0.0
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,4.0,30840.0,30.0,3542708.5,101.21,45,1.0,0.0,30840.0,7710.0,0.53188,0.46812,0.0
NonResidential,Other,NORTHEAST,1.0,1.0,20332.0,,392683.6875,10.99,65,1.0,0.0,20332.0,20332.0,0.54478,0.45522,0.0
NonResidential,Worship Facility,CENTRAL,1.0,1.0,21850.0,100.0,317794.4063,13.09,110,1.0,0.0,21850.0,21850.0,0.2582,0.74179,0.0
NonResidential,Mixed Use Property,NORTHEAST,1.0,4.0,32282.0,,1391714.25,34.62,10,0.78363,0.21637,32282.0,8070.5,0.61195,0.38805,0.0
NonResidential,Large Office,DOWNTOWN,1.0,13.0,307557.0,,9512829.0,66.32,25,0.72992,0.27008,307557.0,23658.231,1.0,0.0,0.0
NonResidential,Self-Storage Facility,MAGNOLIA / QUEEN ANNE,1.0,2.0,28309.0,,430308.9063,11.85,90,1.0,0.0,28309.0,14154.5,0.55421,0.44579,0.0
NonResidential,Hotel,DOWNTOWN,1.0,4.0,45500.0,77.0,2799595.0,122.0,95,1.0,0.0,45500.0,11375.0,0.38204,0.28179,0.33617
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,5.0,38376.0,,2058532.875,14.35,110,1.0,0.0,38376.0,7675.2,1.0,0.0,0.0
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,4.0,42804.0,,1544501.75,46.53,110,1.0,0.0,42804.0,10701.0,0.49817,0.50183,0.0
NonResidential,Mixed Use Property,DOWNTOWN,0.0,5.0,57600.0,,6983736.0,223.36,5,1.0,0.0,46261.5,11520.0,0.45791,0.54209,0.0
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,4.0,33300.0,,1287497.375,18.76,110,1.0,0.0,33300.0,8325.0,0.83534,0.16466,0.0
NonResidential,Other,DOWNTOWN,1.0,3.0,22200.0,,188745.7031,7.05,110,1.0,0.0,22200.0,7400.0,0.34148,0.65852,0.0
NonResidential,Warehouse,MAGNOLIA / QUEEN ANNE,1.0,2.0,29498.0,,3768900.5,50.05,40,1.0,0.0,29498.0,14749.0,0.8633,0.1367,0.0
NonResidential,Warehouse,LAKE UNION,1.0,1.0,23050.0,27.0,466672.6875,3.25,70,1.0,0.0,23050.0,23050.0,1.0,0.0,0.0
NonResidential,Small- and Mid-Sized Office,LAKE UNION,1.0,4.0,48350.0,45.0,3168131.0,22.09,0,1.0,0.0,48350.0,12087.5,1.0,0.0,0.0
NonResidential,Retail Store,NORTHEAST,1.0,1.0,46059.0,82.0,1582655.875,20.66,80,1.0,0.0,46059.0,46059.0,0.86821,0.13179,0.0
NonResidential,Medical Office,NORTHEAST,1.0,2.0,23595.0,72.0,817409.625,6.53,40,1.0,0.0,23595.0,11797.5,0.97797,0.02203,0.0
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,3.0,28142.0,96.0,847097.8125,34.08,110,1.0,0.0,28142.0,9380.667,0.48885,0.10906,0.4021
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,3.0,28760.0,,2615973.5,124.59,110,1.0,0.0,28760.0,9586.667,0.21873,0.58985,0.19142
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,4.0,39030.0,99.0,713326.875,13.69,105,1.0,0.0,39030.0,9757.5,0.73507,0.26493,0.0
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,0.0,3.0,47215.0,58.0,2092696.0,63.81,100,1.0,0.0,46261.5,15738.333,0.76341,0.47394,0.0
Nonresidential COS,Other,EAST,1.0,2.0,61580.0,,4199443.0,69.53,85,0.56155,0.43845,61580.0,30790.0,0.79226,0.20774,0.0
NonResidential,Small- and Mid-Sized Office,EAST,1.0,3.0,30720.0,,1288669.5,25.53,90,1.0,0.0,30720.0,10240.0,0.72174,0.27826,0.0
NonResidential,Mixed Use Property,EAST,1.0,2.0,20640.0,,412562.4063,2.88,95,1.0,0.0,20640.0,10320.0,1.0,0.0,0.0
NonResidential,Mixed Use Property,EAST,1.0,2.0,34914.0,,1333289.625,9.29,95,1.0,0.0,34914.0,17457.0,1.0,0.0,0.0
NonResidential,Small- and Mid-Sized Office,EAST,1.0,3.0,20897.0,,964923.8125,17.79,105,1.0,0.0,20897.0,6965.667,0.75161,0.24839,0.0
NonResidential,Retail Store,EAST,1.0,2.0,36940.0,100.0,336745.4063,2.35,95,1.0,0.0,36940.0,18470.0,1.0,0.0,0.0
NonResidential,Small- and Mid-Sized Office,EAST,1.0,3.0,22866.0,,1153690.125,20.76,95,1.0,0.0,22866.0,7622.0,0.761,0.239,0.0
NonResidential,Retail Store,EAST,1.0,1.0,30240.0,78.0,1264626.875,18.19,90,1.0,0.0,30240.0,30240.0,0.83927,0.16073,0.0
NonResidential,Other,NORTHEAST,1.0,2.0,28586.0,,5078204.0,35.4,45,1.0,0.0,28586.0,14293.0,1.0,0.0,0.0
NonResidential,Hotel,DOWNTOWN,1.0,3.0,28800.0,,4644346.0,190.45,100,1.0,0.0,28800.0,9600.0,0.26232,0.73768,0.0
NonResidential,Restaurant,DOWNTOWN,1.0,3.0,28800.0,,899924.1875,29.21,95,1.0,0.0,28800.0,9600.0,0.44771,0.55229,0.0
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,3.0,35202.0,2.0,3605755.5,25.14,30,1.0,0.0,35202.0,11734.0,1.0,0.0,0.0
NonResidential,Senior Care Community,EAST,1.0,6.0,95117.0,1.0,7202141.5,183.79,40,0.72579,0.27421,95117.0,15852.833,0.59802,0.40198,0.0
NonResidential,Worship Facility,EAST,1.0,2.0,24600.0,69.0,331059.5,5.66,100,1.0,0.0,24600.0,12300.0,0.78026,0.21974,0.0
NonResidential,Worship Facility,EAST,1.0,1.0,48850.0,,1063480.5,65.05,110,1.0,0.0,48850.0,48850.0,0.2256,0.00741,0.76699
NonResidential,Hospital,SOUTHWEST,0.0,3.0,54863.0,100.0,2037720.625,14.21,50,1.0,0.0,46261.5,18287.667,1.0,0.0,0.0
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,25000.0,,1989103.875,65.89,45,1.0,0.0,25000.0,25000.0,0.43317,0.56683,0.0
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,25000.0,,287132.5,8.61,50,1.0,0.0,25000.0,25000.0,0.5008,0.49919,0.0
NonResidential,Other,GREATER DUWAMISH,1.0,1.0,22622.0,,774075.6875,26.56,80,1.0,0.0,22622.0,22622.0,0.4075,0.5925,0.0
NonResidential,Small- and Mid-Sized Office,EAST,1.0,3.0,27544.0,94.0,1031667.5,17.41,90,1.0,0.0,27544.0,9181.333,0.78525,0.21475,0.0
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,7.0,47415.0,,1478979.25,10.31,20,1.0,0.0,47415.0,6773.571,1.0,0.0,0.0
NonResidential,Other,MAGNOLIA / QUEEN ANNE,1.0,3.0,22960.0,,2266983.0,95.38,50,1.0,0.0,22960.0,7653.333,0.23923,0.76077,0.0
NonResidential,Supermarket / Grocery Store,EAST,1.0,1.0,44739.0,17.0,14585813.0,393.07,10,1.0,0.0,44739.0,44739.0,0.56701,0.43299,0.0
NonResidential,Mixed Use Property,NORTHEAST,1.0,1.0,22778.0,,2470566.0,120.86,60,1.0,0.0,22778.0,22778.0,0.09081,0.90919,0.0
NonResidential,Worship Facility,BALLARD,1.0,2.0,21562.0,20.0,866806.0,37.28,55,1.0,0.0,21562.0,10781.0,0.21895,0.78105,0.0
NonResidential,Other,CENTRAL,1.0,1.0,25753.0,,1378130.25,62.51,50,1.0,0.0,25753.0,25753.0,0.16801,0.83199,0.0
NonResidential,Other,EAST,1.0,3.0,71280.0,,22767828.0,861.85,80,1.0,0.0,71280.0,23760.0,0.33066,0.66934,0.0
NonResidential,Senior Care Community,EAST,1.0,16.0,153312.0,51.0,20628680.0,792.6,45,1.0,0.0,153312.0,9582.0,0.31834,0.68166,0.0
NonResidential,Mixed Use Property,DOWNTOWN,1.0,19.0,1206670.0,87.0,27684480.0,393.29,0,0.83272,0.16728,1206670.0,63508.947,0.8432,0.1568,0.0
NonResidential,Worship Facility,SOUTHEAST,1.0,1.0,24200.0,73.0,826488.6875,22.38,40,1.0,0.0,24200.0,24200.0,0.56424,0.43576,0.0
NonResidential,Residence Hall,MAGNOLIA / QUEEN ANNE,1.0,4.0,23513.0,,1740568.25,49.79,30,0.90597,0.09403,23513.0,5878.25,0.53112,0.46888,0.0
NonResidential,Self-Storage Facility,DELRIDGE,1.0,3.0,66610.0,,640377.0,18.81,15,1.0,0.0,66610.0,22203.333,0.51441,0.48559,0.0
NonResidential,Other,GREATER DUWAMISH,1.0,1.0,36000.0,,3646053.75,58.79,60,1.0,0.0,36000.0,36000.0,0.80164,0.19836,0.0
NonResidential,K-12 School,NORTHWEST,1.0,2.0,23222.0,62.0,1219863.125,55.06,70,1.0,0.0,23222.0,11611.0,0.17278,0.82722,0.0
NonResidential,Mixed Use Property,EAST,1.0,2.0,24476.0,,2662054.25,91.69,85,1.0,0.0,24476.0,12238.0,0.40461,0.59539,0.0
NonResidential,Retail Store,EAST,0.0,2.0,24750.0,,782343.8125,28.07,100,1.0,0.0,46261.5,12375.0,0.37339,0.62661,0.0
NonResidential,K-12 School,EAST,1.0,3.0,60000.0,52.0,3625407.5,121.63,105,1.0,0.0,60000.0,20000.0,0.42396,0.57604,0.0
NonResidential,Other,EAST,1.0,2.0,46560.0,,690557.6875,17.31,55,1.0,0.0,46560.0,23280.0,0.60779,0.39221,0.0
NonResidential,Other,MAGNOLIA / QUEEN ANNE,1.0,3.0,30408.0,61.0,1440554.25,10.04,30,1.0,0.0,30408.0,10136.0,1.0,0.0,0.0
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,3.0,30109.0,89.0,1465795.75,34.03,90,1.0,0.0,30109.0,10036.333,0.64786,0.35214,0.0
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,2.0,25481.0,92.0,917100.3125,38.59,50,1.0,0.0,25481.0,12740.5,0.23911,0.76089,0.0
NonResidential,Senior Care Community,SOUTHEAST,1.0,1.0,141297.0,76.0,19423344.0,717.93,40,1.0,0.0,141297.0,141297.0,0.34999,0.65001,0.0
NonResidential,Small- and Mid-Sized Office,LAKE UNION,1.0,2.0,27788.0,73.0,2119806.25,35.99,95,1.0,0.0,27788.0,13894.0,0.78307,0.21693,0.0
NonResidential,Hotel,NORTHWEST,1.0,4.0,41704.0,73.0,1943899.25,58.52,20,0.79417,0.20583,41704.0,10426.0,0.49858,0.50142,0.0
NonResidential,Warehouse,GREATER DUWAMISH,1.0,2.0,22324.0,53.0,588856.125,22.33,70,1.0,0.0,22324.0,11162.0,0.32928,0.67072,0.0
NonResidential,Other,GREATER DUWAMISH,1.0,2.0,31360.0,,1725108.25,39.65,65,1.0,0.0,31360.0,15680.0,0.65294,0.34706,0.0
NonResidential,Mixed Use Property,GREATER DUWAMISH,1.0,1.0,30496.0,,1992158.25,46.01,60,1.0,0.0,30496.0,30496.0,0.65048,0.34952,0.0
NonResidential,Small- and Mid-Sized Office,EAST,1.0,3.0,27600.0,84.0,1072151.375,12.57,85,1.0,0.0,27600.0,9200.0,0.89702,0.10298,0.0
NonResidential,Senior Care Community,Northwest,1.0,2.0,55974.0,98.0,6135173.0,203.21,50,1.0,0.0,55974.0,27987.0,0.43321,0.56679,0.0
NonResidential,Senior Care Community,NORTH,1.0,1.0,22583.0,95.0,1981360.0,70.92,55,1.0,0.0,22583.0,22583.0,0.37535,0.62465,0.0
NonResidential,Small- and Mid-Sized Office,LAKE UNION,0.0,3.0,31686.0,35.0,2305643.5,16.07,10,0.76778,0.23222,46261.5,10562.0,1.0,0.0,0.0
NonResidential,Small- and Mid-Sized Office,LAKE UNION,1.0,3.0,26694.0,92.0,720170.6875,5.02,30,0.77396,0.22604,26694.0,8898.0,1.0,0.0,0.0
NonResidential,Warehouse,NORTHWEST,1.0,1.0,29400.0,69.0,227509.5,1.59,35,1.0,0.0,29400.0,29400.0,1.0,0.0,0.0
NonResidential,Hotel,GREATER DUWAMISH,1.0,3.0,22452.0,85.0,1244150.0,41.88,15,1.0,0.0,22452.0,7484.0,0.42148,0.57852,0.0
NonResidential,Other,NORTHEAST,1.0,2.0,25767.0,22.0,1581352.75,11.02,95,1.0,0.0,25767.0,12883.5,1.0,0.0,0.0
NonResidential,Retail Store,NORTHEAST,1.0,4.0,33910.0,75.0,1822834.25,38.21,55,1.0,0.0,33910.0,8477.5,0.69679,0.30321,0.0
NonResidential,Worship Facility,NORTHEAST,1.0,2.0,78401.0,,2462408.25,87.41,80,1.0,0.0,78401.0,39200.5,0.38173,0.61827,0.0
NonResidential,Warehouse,LAKE UNION,1.0,2.0,78716.0,38.0,4103800.75,48.13,30,1.0,0.0,78716.0,39358.0,0.89693,0.10307,0.0
NonResidential,K-12 School,LAKE UNION,1.0,2.0,33300.0,92.0,1594733.625,69.2,100,1.0,0.0,33300.0,16650.0,0.21064,0.78937,0.0
NonResidential,Supermarket / Grocery Store,LAKE UNION,1.0,1.0,28808.0,29.0,9232576.0,226.73,50,1.0,0.0,28808.0,28808.0,0.61884,0.38116,0.0
NonResidential,Small- and Mid-Sized Office,NORTHEAST,1.0,1.0,27966.0,58.0,1100499.75,7.67,50,0.74955,0.25045,27966.0,27966.0,1.0,0.0,0.0
NonResidential,Supermarket / Grocery Store,NORTHEAST,1.0,1.0,26226.0,37.0,7588060.5,156.18,60,1.0,0.0,26226.0,26226.0,0.70499,0.29501,0.0
NonResidential,Mixed Use Property,NORTHEAST,1.0,2.0,34948.0,17.0,1159807.125,8.09,35,0.54919,0.45081,34948.0,17474.0,1.0,0.0,0.0
NonResidential,Small- and Mid-Sized Office,LAKE UNION,1.0,3.0,37639.0,,6197824.5,43.21,10,0.73434,0.26566,37639.0,12546.333,1.0,0.0,0.0
NonResidential,Other,DOWNTOWN,1.0,1.0,21420.0,,810636.875,9.72,110,1.0,0.0,21420.0,21420.0,0.89123,0.10877,0.0
